id	text	class	predict_begin	predict_end	predict_span	predict_label
SMM4H20226oKopZ1eNAklr5R9	ain felt this sick since i came down from five weeks being high on oxycodone after ankle surgery last year	ADE	14	18	sick	10015549
SMM4H2022MA6aBcgtBKfqBX5N	this flovent hfa inhaler will make me gain weight. i'm not liking this, but i'm not liking an asthma attack either. :-/	ADE	38	49	gain weight	10000188
SMM4H20224ENme8l2yx8y47RQ	Yeah I don't need to sleep and I am totally looking forward with the withdrawal symptoms of going off my viibryd thanks so much.	ADE	69	79	withdrawal	10061621
SMM4H20220EuBTGU8Ojys9dYI	@USER__________ i've self-induced brain fog atm cos o amount of buprenorphine i've taken to get thru pain &amp; injuries from cleaning &amp; packing	ADE	30	33	fog	10033237
SMM4H2022RNWKC8E9FqA3x7gT	feeling a bit light-headed after ventolin but i'm breathing like i'm supposed to for the first time in like 2 years..feels great :)	ADE	14	26	light headed	10024459
SMM4H2022LAGIGbrme4r74XwU	damn u tysabri and the 5 day migraine u come with.... #gottakillmetosaveme :s	ADE	29	37	migraine	10027607
SMM4H2022E7xOIm5DZ8g7uYbp	@USER__________ @USER________ @USER________ @USER___________ I'm in a mom group where a woman is a former addict but had to take methadone during her pregnancy. She should have never gotten pregnant on methadone. her child was still born in withdrawal and needed stomach surgery at 2 days old.	ADE	199	209	withdrawal	10061621
SMM4H2022TfvgK5TMrjDu2HhM	Worrying. Like the time a GP stopped a patient I was seeing in clinic from taking ciprofloxacin because it made him shake. Turns out the septic prostate made him shake ever more!	ADE	115	120	shake	10023003
SMM4H2022cdcBOSSCEKighhFC	@USER______ then all the imodium ad ! definitely not good for the body feel shitty !!	ADE	58	74	body feel shitty	10022945
SMM4H20226CLlrUP2gp0xTM27	The adverse effects associated with febuxostat therapy include nausea, arthralgia,weakness, increased hepatic serum enzyme levels and rash.	ADE	0	139	The adverse effects associated with febuxostat therapy include nausea, arthralgia,weakness, increased hepatic serum enzyme levels and rash.	10002199
SMM4H20227PdbhlrHYdy7dKPC	@USER____ @USER i had terrible joint pain with remicade.   i switched to humira and have had no major side effects.	ADE	26	36	joint pain	10024453
SMM4H2022Gkqk3dQVziN7Mlvx	functioning when on pregabalin is next to impossible #zombie	ADE	0	59	functioning when on pregabalin is next to impossible zombie	10080936
SMM4H20224pMVcM7aA6p3CRSj	pros and cons of medication. dilemma: have been taking oxybutynin for hyperhidrosis. works very well, but drys out eyes &amp; mouth severely.	ADE	102	125	drys out eyes amp mouth	10005169
SMM4H2022u92fZxejdJb1zoz9	@USER___________ i was on humira but it gave me lupus. i just started plaquenil and have been on celebrex for years. how do u like remicade?	ADE	37	42	lupus	10040968
SMM4H2022bzwDF94nv5sr5Gpv	@USER_________ &lt;are high, i'm more tired!! so i'm doing myself no favours. trying to avoid taking metformin xxxx	ADE	27	32	tired	10003552
SMM4H2022uqfMIOcUlnMwOUHu	expired pregabalin = disturbing nightmares that youre not sure youve woken from...although it could just be london.	ADE	30	72	nightmares that youre not sure youve woken	10061698
SMM4H2022jYP41Q5rUlnm02ps	@USER_____ don't take viibryd i used to and it makes you really out of it :x	ADE	59	68	out of it	10077720
SMM4H2022Nh14G2MqCAEGIS31	@USER_____ you also. feeling better here for sure. the damn symbicort inhaler caused all this shit &amp; seizure. #baddrugs by #pharma smdh!	ADE	96	103	seizure	10034759
SMM4H2022R15rFWfYA3hlkGsi	i hate how this fibro and gabapentin robs me if my life...i just hate feeling so useless and worthless — feeling tired	ADE	109	114	tired	10003552
SMM4H2022WzkwEiC0yMaOEy6m	this new medication is kicking my ass. and i feel flushed. hope i make it through the night. restoril is not playing around	ADE	49	56	flushed	10016825
SMM4H2022qwsfzqNc8Ei3SBEM	shew lawd !!!  this tecfidera is gonna kill me!! not really, but this flushing is very uncomfortable !  #mssucks	ADE	62	92	flushing is very uncomfortable	10016825
SMM4H2022lviMMb2oWYV5Zdtr	@USER______ i had an allergic reactoon tp that drug. along with remicade, colazal, nexium, and simponi	ADE	15	32	allergic reactoon	10061557
SMM4H2022SyJYbPl32q65vYTb	@USER___________ don't take lunesta tho it made my friend see double	ADE	47	57	see double	10004111
SMM4H2022GmpfM08aPir118IU	@USER___________ i take pristiq and i have headache do you think of it?	ADE	32	40	headache	10043269
SMM4H2022bt1rIHXlgYxfW5b1	i think to think im a healer but truly just a morphine queen that gets everyone addicted {toxic}	ADE	80	88	addicted	10026995
SMM4H2022aYOiJ80VE0jA5V73	that geodon withdrawl starts fuckin fast	ADE	12	21	withdrawl	10061079
SMM4H2022358vNfmSE2VolQru	@USER___________ @USER___ @USER________ pristiq did that to me … hideous. and those jerks when you're falling asleep. still get those :/	ADE	75	89	falling asleep	10022035
SMM4H20224gnwICaTA6BTKN9N	adderal made me manic, saphris makes my skin crawl and gives me the dreaded twitches, hydroxyzine is more like a placebo than anything else.	ADE	75	83	twitches	10033081
SMM4H2022WenvMIs1HNnb6NDW	@USER_ only issue with lyrica is weight gain and swelling.	ADE	32	56	weight gain and swelling	10000159
SMM4H2022YbCMNaSHVZugF6cJ	@USER___________ ... gabapentin can cause you to get very hungry. just be prepared. amitriptyline...just ease slowly and use a low dose.	ADE	43	49	hungry	10020466
SMM4H2022hwRwr74Du8dWNc8J	sticking it to the cultural postmodernist vegans by absolutely eviscerating my colon and developing a lipitor dependency	ADE	110	120	dependency	10013663
SMM4H2022zuSNDVXryIKjMmPV	latuda that shit made me fucking tired and anxious 24/7	ADE	33	38	tired	10003552
SMM4H2022iMRATgirZGPFK2P3	they think the crestor i take is causing my knee pain.	ADE	44	53	knee pain	10024124
SMM4H20220Rr3ZXSj5QEuDEjx	@USER___________ latuda made me lose function in my neck. it was just sagging there at linden lmfao	ADE	21	34	lose function	10049084
SMM4H2022L8cPrCZsxjeneqcY	dominique is slower than a snail on xanax	ADE	13	32	slower than a snail	10042062
SMM4H2022Tmc4jgWgVyGw06eT	off back to bed now. can't afford to oversleep tomorrow &amp; gabapentin messing with energy levels. nanight. sleep well xx	ADE	36	96	oversleep tomorrow amp gabapentin messing with energy levels	10003549
SMM4H2022jA3B8ICcHxfFYwA5	@USER____ @USER____ i guess. suboxone throws you into withdrawal if you use on it. methadone is more addictive. in oakland at the clinic	ADE	44	54	withdrawal	10061621
SMM4H2022rmFLBeOGOoNM48tU	withdrawal effects of pregabalin going from bad to worse.   going to be a tough few days.	ADE	0	10	withdrawal	10061621
SMM4H2022oai7QpM05WstrkA3	concussion micro-update: decreasing the viibryd seems to have lessened the headaches but made forgetfulness and food aversions worse.	ADE	93	125	forgetfulness and food aversions	10002199
SMM4H2022kKdNnY9QGNh0DsNO	@USER_ my husband has suffered many health problems from avandia and can no longer work.  if this company does not want to pay millions and	ADE	35	41	health	10049438
SMM4H2022SMSMr0O1nWzTyft0	@USER______ remicade worked great for me for 5 years! then i developed antibodies to it. i've been on enbrel and simponi since-now orencia.	ADE	64	74	antibodies	10061131
SMM4H20224UVs4CNswXnjoS1H	@USER___________ yeah know what u mean. i upped my lyrica again yesterday.  pain bit better but bit wobbly on my feet when i got up!!	ADE	86	92	wobbly	10058079
SMM4H2022fCKLHHndv17ifP4d	i've been on adderall 4 hours &amp; i already feel like i lost 100 pounds	ADE	56	71	lost 100 pounds	10061428
SMM4H2022LcCWTTUab8JEwlgj	@USER________ metformin can create disabling tummy problems. my mother was long term diabetic, when she got really sick we moved in with 1/	ADE	37	51	tummy problems	10014551
SMM4H2022cD32NJzdv6ZYLcAC	Adderall induced hallucinations !!!	ADE	17	31	hallucinations	10019079
SMM4H2022AtSM8oqA0ZfWjc5T	i wish reductil was still available. fuck the whole heart attack thing, it was a compulsive overeaters very best friend.	ADE	51	56	heart	10003674
SMM4H2022GVykwueMr4ePQhgN	@USER_____ morphine makes me mean!!!! and i'm on neurontin too i feel like a drugged up person lol	ADE	24	78	mean and i m on neurontin too i feel like a drugged up	10000173
SMM4H2022s9ZuNUJFH6b2RyQe	@USER___ i have been on most meds.  humira did a number on me. infliximab never really helped and i developed reaction as most people do	ADE	104	112	reaction	10000206
SMM4H2022seZx0iet8mvtPdzJ	@USER_______ geodon withdrawl is hell.	ADE	13	22	withdrawl	10011354
SMM4H2022soiXWYArm5u09QmA	i have to work tomorrow. why the eff am i still awake? oh right, stupid ventolin making my lungs work but my heart rate go weird.	ADE	106	125	heart rate go weird	10003674
SMM4H2022ZxPLqKA4BSsyAtE8	@USER__________ @USER___ that is what my neurologist thinks too. he is expert on longevity. i take lipitor. violently allergic to crestor	ADE	101	109	allergic	10061557
SMM4H2022I1tfYbjOfWuelV6f	this suboxone got me feeling super sick,  idk why i tried this malarkey	ADE	35	39	sick	10015549
SMM4H2022aTd7tR3Ug8GJ6NL9	@USER___________ really??? i will check her out right now ... lyrica didn't work, celebrex &amp; nsaids hurt my stomach, cymbalta does just ok	ADE	83	98	hurt my stomach	10000087
SMM4H2022fJjjPhIZOauUxRPN	no. it turns out one of the less advertised side effects of this casually prescribed viibryd is haunting dreams and demon visions.	ADE	95	128	haunting dreams and demon visions	10000125
SMM4H2022leZuYE8LtpodfGwv	Overheard in the Friendly's: she got the nuvaring and it's making her boobs huge, but then again it's kind of making all of her huge	ADE	69	79	boobs huge	10034354
SMM4H2022Fpmjkb2SjjVvAHrK	@USER_____ but rimonabant caused severe depression and thoughts of suicide. not a good thing.	ADE	59	69	of suicide	10010144
SMM4H2022EGxxt1W3UOW05kq7	@USER_________ ugh. i get bouts of chest pain from my lipitor which really makes things fun for my internist.	ADE	25	35	chest pain	10064780
SMM4H2022lPMSULBtAiNnZZBu	dudes on here really be joking about crackheads like they're not addicted to xanax smh emotionally detached hypocrites	ADE	99	118	detached hypocrites	10013457
SMM4H2022Hov58m8YqAPeckNY	pt on xarelto x 2 weeks. platelet count steadily rising, then spiking from 200 to 450 to 650. anemic, too.	ADE	91	97	anemic	10003285
SMM4H2022wm5w3xpwc24D38io	9 years of the health care system that started out as a untreated infection due to work, to insomnia, to levaquin causing afib to cns issues	ADE	0	140	9 years of the health care system that started out as a untreated infection due to work, to insomnia, to levaquin causing afib to cns issues	10022539
SMM4H20220ZaPNlIb2ie56nqx	@USER___________ @USER_____ @USER____ tysabri helped with my flares but killed my immune system. haven't had side effects from aubagio ++++	ADE	1	66	user user user tysabri helped with my flares but killed my immune	10061111
SMM4H20223YD6uamx2txBPVKL	lunesta throws my taste buds way off. like water tastes so so bad😭	ADE	18	36	taste buds way off	10013911
SMM4H20229EBWneqKj18XeuZI	codeine withdrawals ??	ADE	8	19	withdrawals	10014962
SMM4H2022OkJmzMuFHpMBzXrl	@USER_________ i hear ya i hated pristiq bc it made me sleep like 15-18 hrs a day! i had no life	ADE	46	72	sleep like 15 18 hrs a day	10061613
SMM4H2022drmFgOceyKzEh38D	@USER__________ this suboxone is making me gain weight. i don't know why. but i don't like it. im still active so i don't get it	ADE	33	44	gain weight	10000188
SMM4H2022bu0WGEf2WAuDWhgX	med update? 80mg of latuda (which gives me the weirdest feeling an hour after taking it) &amp; .5 mg of clonazepam. he won't give me more :(	ADE	45	61	weirdest feeling	10000060
SMM4H2022ct7jc7d3JDI0No9j	viibryd day one. i think it made me super sensitive to sunlight but benadryl does that too, so.	ADE	41	62	sensitive to sunlight	10002794
SMM4H2022JEfuBxE2Gwpmqi1a	been dealing with some not so lovely side effects from the metformin lately. the constant lingering threat of digestive upset is not fun.	ADE	109	124	digestive upset	10060996
SMM4H2022RnDzNbhVJq2EWgbe	U just spew this out of your anus. Is the addiction of codeine same as paracetamol? Even if you would criticise do that objectively.	ADE	29	50	anus is the addiction	10002133
SMM4H2022HYup8CEPvP93KMOw	gabapentin didn't hit me til i laid down now my head's all trippy and i'm afraid to sit up.	ADE	59	65	trippy	10010933
SMM4H2022hzgqGxQsYdVxr86c	@USER___________ hi :)  the latuda was the worst for me. i felt constantly doped up, it made my muscles hurt so bad, i was a wreck.	ADE	59	64	doped	10034820
SMM4H20224r83utUKyG1fBH9b	right, back to bed to try and sleep again. will no doubt be another day of napping. hate changing gabapentin dose, always screws me up.	ADE	73	80	napping	10077443
SMM4H202216CLb2gdQQJ4wvdN	&gt; want to do paper to have free weekend &gt; too tired and delirious to start &gt; also too wired from residual effects of adderall &gt; dead	ADE	0	144	&gt; want to do paper to have free weekend &gt; too tired and delirious to start &gt; also too wired from residual effects of adderall &gt; dead	10050989
SMM4H2022AvNyMPuYUNenvkF4	Heroin use during #pregnancy can cause #preterm labor and #babies with low birth weight and development delays. Too much #methadone can cause dependence in the unborn baby, while too little can cause the mother to relapse or suffer from #withdrawal symptoms #health #nurse	ADE	0	272	Heroin use during #pregnancy can cause #preterm labor and #babies with low birth weight and development delays. Too much #methadone can cause dependence in the unborn baby, while too little can cause the mother to relapse or suffer from #withdrawal symptoms #health #nurse	10013663
SMM4H20228TaGOMvBG0g6qWCu	@USER_ have you tried cimzia? i'm on it currently bc humira failed and remicade gave me lupus. it's alright. a lot better than humira to me!	ADE	86	91	lupus	10040968
SMM4H2022ViLnVWT60l3sgDGa	@USER_______ i should share that i'm deathly allergic to nalaxone, &amp;long-term buprenorphine was horrific to detox, took 2 weeks. caution.	ADE	38	46	allergic	10061557
SMM4H2022QYSv9XNyzJMBfiNP	Or get a klonopin addiction	ADE	9	27	klonopin addiction	10012335
SMM4H20226yHtRwElUAdyETt8	"i think taking advair literally made me shrink an inch because i've been 5'9"" for years and the last year i was measured as 5'8"" twice wtf"	ADE	40	126	shrink an inch because i ve been 5 9 for years and the last year i was measured as 5 8	10044592
SMM4H2022vBAf3LJcmpFjChkU	@USER_________ it's because there is metformin in it. i'm on two meds...janumet and another one that curbs my appetite	ADE	89	106	curbs my appetite	10021654
SMM4H2022EePAHb6PJo8OVzIu	used ciclesonide earlier. now my nose is dripping.	ADE	32	48	nose is dripping	10028720
SMM4H2022Ubq3Q9MpXmTSebsT	@USER_____ kind of moot now, imo, bc nobody's giving me sulfa drugs again, or taking me off celebrex or lamictal unless i get the rash back	ADE	122	126	rash	10012434
SMM4H2022P800hBgQPnALhKOZ	oooh. lightheaded today. switching meds, it's been a few days without pristiq (the one i'm going off of) - withdrawals are fun.	ADE	5	32	lightheaded today switching	10061166
SMM4H20229E0rhekxAU1ygt8y	@USER___________ really, i'll ask my doctor about switching. lunesta makes me oversleep and	ADE	65	74	oversleep	10069229
SMM4H2022jQzyuyU69YLayZK3	wow i fucking hate the saphris so much it tastes so nasty and makes my mouth numb	ADE	71	81	mouth numb	10057371
SMM4H2022lCZ2qS9jVAf0dFBo	@USER_________ yeah i threw up my first day on pristiq bc i wasn't used to having to eat before taking them lol	ADE	13	21	threw up	10038080
SMM4H2022iPKxH6IPO8DcfXzF	i'm taking dexilant and i'm experiencing stomach ache and diarrhea via @USER______ HTTPURL_______________	ADE	41	66	stomach ache and diarrhea	10000087
SMM4H2022eGXbVQNp0hqU6vpT	"two nights ago i was so fucked up coming off saphris i was literally praying, ""save me from destruction."""	ADE	24	52	fucked up coming off saphris	10003053
SMM4H2022y8tJAuBcYbPY5NHv	@USER_____ they got salvia, i think it mixed with my neurontin (prescribed to me for rls) and then it just set off a panic attack.	ADE	109	121	panic attack	10033666
SMM4H2022jCi53f1E6Q2tSFf8	chest pain. xopenex has me jittery.   &amp; ishould be asleep.   😔	ADE	26	33	jittery	10016338
SMM4H2022Eed5zNiTaqILuph0	#knowyouranon i'm addicted to adderall and i've been trying to recover from it but i'm only able to little by little. for more info dm me	ADE	18	26	addicted	10025598
SMM4H2022bY8Hgk6USYpRrm7m	@USER___________ humira made me have a bad rash on my stomach and broke out with bad psoriasis on my leg. can't wait to start remicade	ADE	0	134	@USER___________ humira made me have a bad rash on my stomach and broke out with bad psoriasis on my leg. can't wait to start remicade	10016322
SMM4H2022fHniDZ77szUSKUwG	day 2 of viibryd and am having trouble sleeping. in fact wide awake. i hope this side-effect goes away. still depressed of course.	ADE	31	47	trouble sleeping	10049848
SMM4H2022TKzIPqg6RkMJXstT	i should really do somethjng more effient with my time but i need a nap. going to sleep at 3am &amp; waking up every so often is not fun.	ADE	81	107	sleep at 3am amp waking up	10061613
SMM4H2022voWP6CtUdXaFYNu5	being white doesnt help with this suboxone withdrawal.  some forces of nature are too strong and dont discriminate.	ADE	43	53	withdrawal	10061621
SMM4H2022dBcSneo5jxMqZmjW	a mixture of diazepam and temazepam to make myself sleep was maybe not the greatest idea. i feel like the whole world is spinning around me.	ADE	51	138	sleep was maybe not the greatest idea i feel like the whole world is spinning around me	10061613
SMM4H2022LEQqvZ5BvDyggjpq	pah. meh-ness + pregabalin drowsiness &amp; dizziness is making me sloth-like. i've not been able to read a book for weeks. not a good sign.	ADE	24	34	drowsiness	10024591
SMM4H20223ywls0x8tif7sp3w	pregabalin in #RLS in @USER better sleep, lower RLS scores, but with greater somnolence and dizzinesspic.twitter.com/tGa9XsgOzm	ADE	73	100	somnolence and dizzinesspic	10080279
SMM4H2022iPXbnlhI6Mow6uIb	Many people have criticised my Imodium addiction. I don't give a shit!	ADE	39	48	addiction	10012335
SMM4H2022f5ic8PBW75HuZzla	@USER______ @USER____ my ex was on geodon and she had a seizure in the latrine at ait. i would just fall asleep at metro stops, restaurants	ADE	45	99	seizure in the latrine at ait i would just fall asleep	10034759
SMM4H2022oZPoXrhwzvDFnBvy	@USER_______ the tecfidera leaves my skin looking 'just burned' but no tan :/ @USER________ @USER________	ADE	62	65	tan	10051683
SMM4H2022I9bCUk7qASgUnTnU	effexor really should be illegal. i switched to pristiq to try to get off of it, now stopped pristiq, brain zaps back. fury.	ADE	99	109	brain zaps	10012218
SMM4H2022VB1Hf0BwDAOEpFLw	@USER__________ i went into anaphylactic shock while getting a remicade infusion.   i've been on humira a few yrs now....	ADE	18	36	anaphylactic shock	10002198
SMM4H2022SMfjUgDPdobWsKpJ	@USER________ @USER_____ @USER________ i once took lunesta and i drove in my sleep. woke up in a walmart parking lot 3 counties over.	ADE	48	59	in my sleep	10061613
SMM4H2022rClHejpt9aC9Xcr6	@USER___________ @USER___________ so far so good.  i was on remicade for years then had a bad reaction.  just started humira	ADE	69	77	reaction	10000206
SMM4H2022Rr1eSyciarw4D1Gb	#ozquestion i took tamiflu and since then i've experienced skin allergic reactions throughout my body and haven't felt the same. is it safe?	ADE	59	82	skin allergic reactions	10042343
SMM4H20227nuCYhWfio8ixGED	adderall can actually keep me awake for days on end without an hour of sleep at all , and i hate that.	ADE	30	59	awake for days on end without	10023204
SMM4H20225e9uyqOwKH7IxEJJ	oh for fuck's sake. my mouth is bleeding again. can't blame the gabapentin this time. what the fuck???	ADE	22	39	mouth is bleeding	10057371
SMM4H2022QA5ODfSSjYhchOsp	i am not taking levofloxacin again.  oh my head hurts. and such strange thoughts &amp; bad dreams! yuck. #antibiotics	ADE	41	51	head hurts	10027582
SMM4H202259XQBFf4vXjoMU1f	@USER_________ i take qvar 2x a day. singulair gave me nightmares and advair made weird things grow out my skin, itching burning too :-/	ADE	0	136	@USER_________ i take qvar 2x a day. singulair gave me nightmares and advair made weird things grow out my skin, itching burning too :-/	10069576
SMM4H2022Bj1lyLvFiOC0m3um	nexium got my stomach all types of fucked up dawg	ADE	7	41	got my stomach all types of fucked	10000087
SMM4H2022h1nOqmQDKldun0Qv	@USER_________ @USER___________ oh yeah!  i was on fentanyl but it numbed my brain 2 much. buprenorphine is helping me better w/o making...	ADE	44	59	numbed my brain	10012218
SMM4H202264qmi2opuDsDf7zs	@USER__________ i took tysabri a ling time but it was affecting my immune system. now on aubagio &amp; having stomach probs. any advice?	ADE	44	110	affecting my immune system now on aubagio amp having stomach probs	10000154
SMM4H2022Uhn4mdR8Mm7H9TyS	@USER________ yeah, remicade and humira both caused me extra trouble. methotrexate didn't work and it also made me feel a lot worse.	ADE	105	121	feel a lot worse	10000173
SMM4H2022tCYa6zgRc9Okj8aD	@USER______ 15 years ago i was on darvocet  post surgery. it made me suicidal. 100% loss of control of my mind, and it was frightening.	ADE	82	95	control of my	10010808
SMM4H2022n061Gzj1ggZquuzu	i fucked up, my ventolin makes me shaky and i have my thing soon fuck	ADE	33	38	shaky	10041541
SMM4H2022tlUL6mYwIf1bRIsP	trying to do a french manicure after several puffs of ventolin is proving challenging to say the least #shakyhands :-\	ADE	22	113	manicure after several puffs of ventolin is proving challenging to say the least shakyhands	10034586
SMM4H2022jinWIap6ADqRJvEz	don't take 6 oxycodone in a day cuz you'll have a headache the day after lol!	ADE	50	58	headache	10043269
SMM4H2022kXllWQXp2xW88U53	*gets addicted to metformin (it gives u the poops)*	ADE	6	48	addicted to metformin it gives u the poops	10047304
SMM4H2022KRqhV1O8YXDi7uXN	oxycodone screws with your stomach and makes you feverish haha whoooooo i don't feel great	ADE	49	57	feverish	10073101
SMM4H2022O3afz53gqpB69Srs	@USER______ @USER__ in my case, i had a negative reaction to remicade &amp; humira was the substitute. the pills are just second nature *shrug*	ADE	39	47	reaction	10000206
SMM4H2022XhyQatTKtbvaiFU1	@USER_______ the injectables do. was very sick with betaseron. baclofen is a pill and it just makes me drowsy like gabapentin for nerve pain	ADE	94	100	drowsy	10050347
SMM4H2022nLk9iQP4PPYgpxUs	@USER______ the boots are nice as hell but i still want to know if i'm allergic to crestor or if i'm a caffeine hyper metabolizer.	ADE	65	123	allergic to crestor or if i m a caffeine hyper metabolizer	10061557
SMM4H2022nn7Ir6FtxVNpdw4j	How am i still this exhausted after taking adderall??	ADE	20	29	exhausted	10068613
SMM4H2022BSa8BBpeAJ44Se1U	@USER_______ i was on remicade for two years. i was allergic to it and made me really sick. humira i've been on three years i think.	ADE	44	82	allergic to it and made me really sick	10061557
SMM4H2022JFTjbsGB9DmYgO4Z	@USER__ tell me about weight gain. lyrica and then gabapentin =30lbs in 2 months! off them now. stopped working. #fibromyalgia sucks!	ADE	27	64	gain lyrica and then gabapentin 30lbs	10000188
SMM4H2022tXk1WPdrfB2I9Qck	christine is addicted to miralax #sendhelp #intervention #sos	ADE	13	21	addicted	10056523
SMM4H202248OiyZEjVPpXb1W2	recently read that levaquin may cause tendon tears or ruptures. maybe that's why my achilles' are screaming. #onedoseleft	ADE	38	105	tendon tears or ruptures maybe that s why my achilles are screaming	10010550
SMM4H2022swK33vQcpSAU8DtZ	@USER________ i'm on nuvaring too! my cramps are pretty bad on it too.	ADE	29	35	cramps	10000081
SMM4H2022tAdaQhJ45DqLjokD	@USER__________ id suggest pregabalin instead... and even then i had to split it into smaller doses because my vision went odd at 150mg tabs	ADE	98	113	vision went odd	10047571
SMM4H2022SRYtYSjfc2VVgQ2g	@USER______ viibryd gives me occasional  lucid dreams, as well as epic photorealistic dreams with elaborate interweaving plots.	ADE	34	46	lucid dreams	10000125
SMM4H2022k5khkGaZeuhurg6q	if you don't know, one of the leading side effects of lipitor is erectile disfunction.	ADE	64	84	erectile disfunction	10061461
SMM4H2022ivL7ujrAy2Yyfjgz	since starting metformin i can honestly compare myself to a possum that's dead on the pavement in the middle of summer. i am that bloated.	ADE	60	136	possum that s dead on the pavement in the middle of summer i am that bloated	10011906
SMM4H20222bpzJ4kqd6RkUZXS	@USER___________ i spent a week in the hospital for sepsis, heroic doses of levaquin that made things taste funny for a month.	ADE	90	101	taste funny	10013911
SMM4H2022bHjQOmfu7fAT1t2i	i'm having brain zaps and stomach cramps from stopping meds oxycontin is an evil drug even in moderation and effexor hurts my brain ugh!	ADE	0	136	i'm having brain zaps and stomach cramps from stopping meds oxycontin is an evil drug even in moderation and effexor hurts my brain ugh!	10012218
SMM4H2022EDtClm9du0tWn0FP	i confused my metformin with my antibiotics and overdosed. bad stomach cramps. i'm a moron.	ADE	70	76	cramps	10000081
SMM4H20226PBYI2NHPrbfUYmr	had something of a creative day around my pain and gabapentin wooziness and headache. sewing morning, painting afternoon, evening reading.	ADE	0	138	had something of a creative day around my pain and gabapentin wooziness and headache. sewing morning, painting afternoon, evening reading.	10005178
SMM4H2022PFaaRLIM8wNtR1kk	bro i had 2 wet dreams in one night!!! woke up to my shi on viagra falls	ADE	12	22	wet dreams	10048234
SMM4H202263vBuO8jHzDw8jCC	fuckin albuterol makes me feel like i'm on meth	ADE	26	47	feel like i m on meth	10000173
SMM4H2022g2Iz7rUVHPyiTu8g	i love vyvanse and how much it makes me concentrate	ADE	40	51	concentrate	10079903
SMM4H2022g6wuO7Va5BBfeOnT	had to file adverse reaction report on brilinta after heart stents. made my bg uncontrollable.  #dblog #diabetes #dsma	ADE	75	92	bg uncontrollable	10011469
SMM4H2022r90dcsy7gjTWYUWd	@USER________ - whilst i was maxed on tegretol, neurontin &amp; lyrica for pain management, my memory and decision-making ability were all shot	ADE	62	115	pain management my memory and decision making ability	10000081
SMM4H2022V4knMt0C23GzJ5mX	@USER__________ @USER__________ was on keppra came off them as they stopped me feeling hungry and i lost to much weight i'm now on vimpat	ADE	92	98	weight	10000159
SMM4H2022xqxzrMMVU97thjIz	that moment when neurontin prevents me from waking up for school  #crazypeopleproblems	ADE	27	53	prevents me from waking up	10050765
SMM4H20227xIWA7Wjt0JMAD8q	Not even temazepam is making me sleepy tonight #WideAwake #FedUp	ADE	32	38	sleepy	10016228
SMM4H202237qePHk7LpRbXnFq	@USER______ what is the metformin for? my other half takes that as he is diabetic. it made him feel ropey for a while x	ADE	92	97	ropey	10040723
SMM4H2022jh6v0TSwHLbbclWa	increased hunger is a side effect of advair smh maybe that's why i've been binge eating and gaining weight	ADE	10	106	hunger is a side effect of advair smh maybe that s why i ve been binge eating and gaining weight	10013968
SMM4H2022pT8GUvybvcQ4ZCnA	My god, does Pregabalin really affect balance this much.  I just bloody nearly fell off the toilet!  #ME/CFS #FIBROMYALGIA	ADE	37	115	balance this much i just bloody nearly fell off the toilet me cfs fibromyalgia	10000456
SMM4H2022yKDF7ht2qw4mItug	is tamiflu supposed to make your arms feel numb...?	ADE	33	47	arms feel numb	10012441
SMM4H2022hwltVKh2nzFV8dD2	@USER_________ i used to take darvocet for migraine. my only issue with it is if i took more than one dose, violent hiccups.	ADE	105	112	hiccups	10020039
SMM4H2022oRJZfLFmHSWAORS1	*screams random word from English lexicon* *hysterical screaming for an hour* *tries to one up all their �friends�* Girl 1:omg I have a headache Girl 2:brooo I have a migraine thing too Girl 1:I only needed to take 1 tylenol but accidentally took 5 now I can�t feel my joints	ADE	254	268	feel my joints	10000173
SMM4H20227f2lFx12UPUIkWBO	oh and advair can caused flushed skin too maybe that's why my cheeks randomly get red and hot	ADE	0	93	oh and advair can caused flushed skin too maybe that's why my cheeks randomly get red and hot	10056379
SMM4H2022uaWNTeJaGgP88OLg	it scares me the thought of having to be medicated forever bc i go with pristiq for 48 hours and i become so depressed and down, i hate it.	ADE	0	139	it scares me the thought of having to be medicated forever bc i go with pristiq for 48 hours and i become so depressed and down, i hate it.	10013457
SMM4H2022FuJCpOHVfLuMEOUr	viagra allopurinol metformin vytorin memory loss - bard college: viagra allopurinol metformin vytorin memory l,,, t,co/l	ADE	37	48	memory loss	10033848
SMM4H20220aAbrDIq45JlXgso	i slept until noon yes?terday though bc of ativan and flovent and i took that at 11 not 1:30 in the morning i....	ADE	2	13	slept until	10005318
SMM4H2022QgEGgorjOamlgb9Y	@USER__________ aw :-) i was a former adderall addict, insomnia is my middle name	ADE	40	48	insomnia	10022035
SMM4H2022MQNzPXFubV4qr12n	@USER___________ That was actually the way I noticed. Got nausea and headaches and realized I hadn't got them since I started Pristiq	ADE	46	52	nausea	10066962
SMM4H2022vuvmuyD8L1mSV1fs	with darvocet at first my ass cheeks went numb, then my forehead, then my thighs, then finally my uterus was numb. yippee	ADE	42	46	numb	10030141
SMM4H20226z9ycJInOxfKUlut	took too much pregabalin in order to sleep, but all that's happened is i'm spaced as fuck and lost the use of my hands a bit	ADE	74	108	spaced as fuck and lost the use of	10061428
SMM4H20223z87ZWlOvG9mUUWq	yung developing physical addiction to loperamide	ADE	16	34	physical addiction	10040026
